hercules_exercise_id,alternative_type,hercules_alternative_exercise_id
5fa2b3045ed0de000845ab47,SCALE_DOWN,5fa2b2b35ed0de000845aa81
5fa2b3065ed0de000845ab4a,SCALE_UP,5fa2b2fa5ed0de000845ab34
5fa2b3065ed0de000845ab4b,SCALE_DOWN,5fa2b3065ed0de000845ab4a
5fa2b3075ed0de000845ab4c,SAME_LEVEL,5fa2b2bd5ed0de000845aa97
5fa2b3085ed0de000845ab4e,SCALE_UP,5fa2b2ea5ed0de000845ab0b
5fa2b3085ed0de000845ab4f,SAME_LEVEL,5fa96baffbc7f9000848febb
5fa2b3085ed0de000845ab4f,SCALE_DOWN,5fa2b2ae5ed0de000845aa76
5fa2b3085ed0de000845ab4f,SCALE_UP,5fa2b30b5ed0de000845ab54
5fa2b3095ed0de000845ab51,SCALE_UP,5fa2b2ec5ed0de000845ab0e
5fa2b30a5ed0de000845ab53,SAME_LEVEL,5fe1cf1f5d5d0e0008ea52e2
5fa2b30a5ed0de000845ab53,SCALE_DOWN,5fe1cf24c1dab40008a2643e
5fa2b30a5ed0de000845ab53,SCALE_UP,5fa2b30b5ed0de000845ab54
5fa2b30b5ed0de000845ab54,SCALE_DOWN,5fa2b30a5ed0de000845ab53
5fa2b30b5ed0de000845ab54,SCALE_UP,5fa2b3135ed0de000845ab6a
5fa2b30c5ed0de000845ab56,SCALE_DOWN,5fa2b3095ed0de000845ab51
5fa2b3115ed0de000845ab67,SAME_LEVEL,5fa96baffbc7f9000848febb
5fa2b3115ed0de000845ab67,SCALE_DOWN,5fa2b3095ed0de000845ab51
5fa2b3135ed0de000845ab6a,SAME_LEVEL,5fa2b2b95ed0de000845aa8a
5fa2b3135ed0de000845ab6a,SCALE_DOWN,5fbbaaab0dd22200086aec9e
5fa96ab3fbc7f9000848fd73,SCALE_DOWN,5fbbaae80dd22200086aedb7
5fa96ab3fbc7f9000848fd73,SCALE_UP,5fa2b2a85ed0de000845aa66
5fa96af2fbc7f9000848fdcf,SAME_LEVEL,5fa2b2fc5ed0de000845ab39
5fa96af2fbc7f9000848fdcf,SCALE_DOWN,5fa2b3085ed0de000845ab4e
5fa96af2fbc7f9000848fdcf,SCALE_UP,5fa2b3135ed0de000845ab6a
5fa96b79fbc7f9000848fe7f,SCALE_DOWN,5fa2b2de5ed0de000845aaea
5fa96b80fbc7f9000848fe86,SAME_LEVEL,5fe430a88d8324000831e63e
5fa96b80fbc7f9000848fe86,SCALE_DOWN,5fa2b2b35ed0de000845aa82
5fa96b80fbc7f9000848fe86,SCALE_UP,5fa2b2d65ed0de000845aace
5fa96baffbc7f9000848febb,SAME_LEVEL,5fa2b3085ed0de000845ab4f
5fa96baffbc7f9000848febb,SCALE_DOWN,5fe1cf2249bd260008b45a81
5fa96baffbc7f9000848febb,SCALE_UP,5fc74a667fdbe600083487f5
5fa96bb0fbc7f9000848febc,SAME_LEVEL,5fa96baffbc7f9000848febb
5fa96bb3fbc7f9000848febf,SAME_LEVEL,5fa2b2ff5ed0de000845ab3e
5fa96d10fbc7f9000848ff00,SCALE_DOWN,5fa2b2b35ed0de000845aa81
5fa96d72fbc7f9000848ffa9,SAME_LEVEL,5fa96d8efbc7f9000848ffe1
5fa96d72fbc7f9000848ffa9,SCALE_DOWN,5fbbaabf0dd22200086aecf3
5fa96d8efbc7f9000848ffe1,SAME_LEVEL,5fa96d72fbc7f9000848ffa9
5fa96d8efbc7f9000848ffe1,SCALE_DOWN,5fbbaabf0dd22200086aecf3
5fa96da4fbc7f90008490008,SCALE_UP,5fa2b2ac5ed0de000845aa70
5fa96e0ffbc7f9000849009f,SCALE_DOWN,5fa2b2df5ed0de000845aaee
5fa96ee7fbc7f900084901f1,SCALE_DOWN,5fbbaaed0dd22200086aedcb
5fa96ee7fbc7f900084901f1,SCALE_UP,5fbbaadf0dd22200086aed91
5fbbaa770dd22200086aebaf,SCALE_DOWN,5fbbaa930dd22200086aec2c
5fbbaa770dd22200086aebaf,SCALE_DOWN,5fcf68dfeb092800089e43b0
5fbbaa770dd22200086aebaf,SCALE_UP,5fbbaa7d0dd22200086aebcc
5fbbaa7d0dd22200086aebcc,SAME_LEVEL,5fa2b2a25ed0de000845aa52
5fbbaa860dd22200086aebf8,SCALE_DOWN,5fa2b2ca5ed0de000845aab9
5fbbaa910dd22200086aec26,SCALE_DOWN,5fbbaa7a0dd22200086aebbe
5fbbaa930dd22200086aec2c,SAME_LEVEL,5fa2b2a25ed0de000845aa52
5fbbaa930dd22200086aec2c,SCALE_DOWN,5fa2b2a75ed0de000845aa5f
5fbbaa930dd22200086aec2c,SCALE_UP,5fa2b2a15ed0de000845aa4c
5fbbaa950dd22200086aec36,SCALE_UP,5fa2b2a25ed0de000845aa52
5fbbaa9b0dd22200086aec58,SCALE_DOWN,5fa2b2b35ed0de000845aa81
5fbbaa9b0dd22200086aec58,SCALE_UP,5fbbaa9e0dd22200086aec69
5fbbaaa40dd22200086aec83,SAME_LEVEL,5fbbaaa60dd22200086aec8a
5fbbaaa40dd22200086aec83,SCALE_UP,5fa2b2b05ed0de000845aa79
5fbbaaa60dd22200086aec89,SAME_LEVEL,5fa96baffbc7f9000848febb
5fbbaaa60dd22200086aec89,SCALE_DOWN,5fa2b2ae5ed0de000845aa76
5fbbaaa60dd22200086aec8a,SAME_LEVEL,5fa2b2a55ed0de000845aa59
5fbbaaa60dd22200086aec8a,SCALE_UP,5fa2b2b05ed0de000845aa79
5fbbaaab0dd22200086aec9e,SCALE_UP,5fa2b2bd5ed0de000845aa97
5fbbaaab0dd22200086aeca0,SCALE_DOWN,5fe1cf24c1dab40008a2643e
5fbbaaac0dd22200086aeca1,SCALE_DOWN,5fbbaa7a0dd22200086aebbe
5fbbaaac0dd22200086aeca1,SCALE_UP,5fbbaa910dd22200086aec26
5fbbaaae0dd22200086aeca9,SCALE_UP,5fe1cefbc1dab40008a2643c
5fbbaab60dd22200086aeccf,SCALE_DOWN,5fa2b2e15ed0de000845aaf6
5fbbaab70dd22200086aecd1,SAME_LEVEL,5fa2b2a85ed0de000845aa63
5fbbaab70dd22200086aecd1,SCALE_DOWN,5fa2b2e05ed0de000845aaf0
5fbbaab70dd22200086aecd1,SCALE_UP,5fa2b2a85ed0de000845aa63
5fbbaab80dd22200086aecd4,SCALE_DOWN,5fbbaae80dd22200086aedb7
5fbbaab80dd22200086aecd4,SCALE_UP,5fa2b2a85ed0de000845aa66
5fbbaab80dd22200086aecd6,SCALE_DOWN,5fa2b2bf5ed0de000845aa9b
5fbbaab80dd22200086aecd6,SCALE_UP,5fa2b2c25ed0de000845aaa3
5fbbaabb0dd22200086aece3,SAME_LEVEL,5fe1cf1f5d5d0e0008ea52e2
5fbbaabb0dd22200086aece3,SCALE_DOWN,5fe1cf1f5d5d0e0008ea52e2
5fbbaabb0dd22200086aece3,SCALE_UP,5fa2b2bf5ed0de000845aa9b
5fbbaabc0dd22200086aece9,SAME_LEVEL,5fbbaabd0dd22200086aeced
5fbbaabc0dd22200086aece9,SCALE_DOWN,5fa2b2b35ed0de000845aa81
5fbbaabc0dd22200086aece9,SCALE_UP,5fe435768d8324000831e63f
5fbbaabd0dd22200086aeced,SAME_LEVEL,5fbbaabc0dd22200086aece9
5fbbaabd0dd22200086aeced,SCALE_DOWN,5fa2b2b25ed0de000845aa80
5fbbaabd0dd22200086aeced,SCALE_UP,5fe435768d8324000831e63f
5fbbaabf0dd22200086aecf3,SCALE_DOWN,5fa2b2b35ed0de000845aa82
5fbbaabf0dd22200086aecf3,SCALE_UP,5fa96d72fbc7f9000848ffa9
5fbbaac50dd22200086aed0e,SCALE_UP,5fbbaaa00dd22200086aec72
5fbbaaca0dd22200086aed25,SCALE_UP,5fbbaadf0dd22200086aed91
5fbbaacb0dd22200086aed29,SAME_LEVEL,5fa2b2c65ed0de000845aab0
5fbbaacb0dd22200086aed29,SCALE_UP,5fa96ee7fbc7f900084901f1
5fbbaacc0dd22200086aed31,SCALE_UP,5fbbaacb0dd22200086aed2b
5fbbaad10dd22200086aed4a,SCALE_DOWN,5fa2b2f15ed0de000845ab1a
5fbbaae00dd22200086aed93,SCALE_DOWN,5fa2b2b35ed0de000845aa82
5fbbaae10dd22200086aed99,SAME_LEVEL,5fbbaafe0dd22200086aee0c
5fbbaae10dd22200086aed99,SCALE_UP,5fa2b2e55ed0de000845ab01
5fbbaae30dd22200086aeda1,SCALE_DOWN,5fbbaaed0dd22200086aedcb
5fbbaae30dd22200086aeda1,SCALE_UP,5fa96ee7fbc7f900084901f1
5fbbaae30dd22200086aeda1,SCALE_UP,5fbbaacb0dd22200086aed29
5fbbaae70dd22200086aedb1,SAME_LEVEL,5fa2b2dd5ed0de000845aae6
5fbbaae70dd22200086aedb1,SCALE_UP,5fbbaadf0dd22200086aed91
5fbbaae80dd22200086aedb7,SAME_LEVEL,5fa2b2de5ed0de000845aaea
5fbbaae80dd22200086aedb7,SCALE_UP,5fa2b2a85ed0de000845aa66
5fbbaae80dd22200086aedb7,SCALE_UP,5fa96ab3fbc7f9000848fd73
5fbbaaea0dd22200086aedbd,SCALE_DOWN,5fbbaacc0dd22200086aed31
5fbbaaea0dd22200086aedbd,SCALE_UP,5fa2b2ac5ed0de000845aa70
5fbbaaed0dd22200086aedcb,SAME_LEVEL,5fa2b2dd5ed0de000845aae6
5fbbaaed0dd22200086aedcb,SCALE_DOWN,5fbbaae70dd22200086aedb1
5fbbaaed0dd22200086aedcb,SCALE_UP,5fa96ee7fbc7f900084901f1
5fbbaaed0dd22200086aedcb,SCALE_UP,5fbbaacb0dd22200086aed29
5fbbaaef0dd22200086aedd5,SCALE_DOWN,5fbbaacc0dd22200086aed31
5fbbaafb0dd22200086aee03,SAME_LEVEL,5fa2b2fc5ed0de000845ab39
5fbbaafb0dd22200086aee03,SCALE_DOWN,5fbbaaab0dd22200086aec9e
5fbbaafb0dd22200086aee03,SCALE_UP,5fa2b3135ed0de000845ab6a
5fbbaafc0dd22200086aee06,SAME_LEVEL,5fa2b2bd5ed0de000845aa97
5fbbaafc0dd22200086aee06,SCALE_UP,5fa2b3135ed0de000845ab6a
5fbbaafe0dd22200086aee0c,SAME_LEVEL,5fa2b2e05ed0de000845aaf0
5fbbaafe0dd22200086aee0c,SCALE_UP,5fa2b2e75ed0de000845ab05
5fbbaaff0dd22200086aee0f,SCALE_DOWN,5fa2b3095ed0de000845ab51
5fbbaaff0dd22200086aee0f,SCALE_UP,5fe1cefd053901000829e2a8
5fbbab0c0dd22200086aee32,SAME_LEVEL,5fc74a667fdbe600083487f5
5fbbab0c0dd22200086aee32,SCALE_DOWN,5fa2b3095ed0de000845ab51
5fbbab0d0dd22200086aee35,SCALE_DOWN,5fbbaafc0dd22200086aee06
5fbbab0d0dd22200086aee37,SAME_LEVEL,5fa2b2b95ed0de000845aa8a
5fbbab0d0dd22200086aee37,SCALE_UP,5fa2b3135ed0de000845ab6a
5fc74a667fdbe600083487f5,SAME_LEVEL,5fbbaab80dd22200086aecd6
5fc74a667fdbe600083487f5,SCALE_UP,5fa2b2c25ed0de000845aaa3
5fcf68df3556430008d347ea,SAME_LEVEL,5fa2b2a15ed0de000845aa4c
5fcf68df3556430008d347ea,SCALE_UP,5fa2b2a25ed0de000845aa52
5fcf68e07185df00085591bd,SCALE_UP,5fa2b2a55ed0de000845aa59
5fcf68e0785ab9000895cfa6,SCALE_UP,5fa2b2e55ed0de000845ab01
5fcf68e0e285f00008bc1dda,SCALE_UP,5fa2b2a55ed0de000845aa59
5fcf70521d9ab90008cf69dd,SAME_LEVEL,5fa2b2b15ed0de000845aa7e
5fcf70521d9ab90008cf69dd,SCALE_DOWN,5fa2b2b35ed0de000845aa82
5fcf70521d9ab90008cf69dd,SCALE_UP,5fe435768d8324000831e63f
5fe1cefd053901000829e2a8,SCALE_DOWN,5fbbaaff0dd22200086aee0f
5fe1cefd053901000829e2a8,SCALE_UP,5fa2b2a85ed0de000845aa66
5fe1cf143e59ac0008e96ebd,SCALE_DOWN,5fa2b2ca5ed0de000845aab9
